id,muin_city,attraction_site,coordinates,category,review,website,phone,address,created_at,updated_at
135,,Boissevain & Morton Community Theatre,"49.629879013318885, -100.11182524523382",Movie theater,4.8,http://boissevaintheatre.ca/,12045347142,"566 Stephen St, Boissevain, MB R0K 0E0, Canada",27-Jul-22,27-Jul-22
136,,Boissevain Campgrounds,"49.653692061863524, -100.17687991833104",Campground,4.1,,12045346250,"855 Rae St, Boissevain, MB R0K 0E0, Canada",27-Jul-22,27-Jul-22
137,,Boundary Creek Marina,"50.50772588963578, -96.96651202621808",Marina,4.6,http://www.lakeagassizmarine.com/boundary-creek-marina.html,12043893584,"Gimli, Park Ave, Winnipeg Beach, MB R0C 3G0",27-Jul-22,27-Jul-22
138,,Bowsman Cemetary,"52.25361235116635, -101.20290140234187",Cemetery,,,,"Bowsman, MB R0L 0H0, Canada",27-Jul-22,27-Jul-22
139,,Boyne Valley trail,"49.63137156268042, -98.69549245741533",Hiking area,3,,12047232044,"Treherne, MB R0G 2V0",27-Jul-22,27-Jul-22
140,,Brandon Cemetery,"50.57598362659327, -100.06599647910204",Cemetery,4,http://www.brandon.ca/,12047292150,"1901 18th St, Brandon, MB, Canada",27-Jul-22,27-Jul-22
141,,Brandon Flight Centre,"49.90458061849363, -99.94394951462816",Aviation training institute,4.9,http://brandonflightcentre.com/,12047287691,"425 Agnew Dr, Brandon, MB R7A 5Y5, Canada",27-Jul-22,27-Jul-22
142,,Brandon General Museum & Archives Inc.,"49.84907203118479, -99.94988388875299",Museum,4.5,http://brandongeneralmuseum.ca/,12047171514,"19 9th St, Brandon, MB R7A 6Y9, Canada",27-Jul-22,27-Jul-22
143,,Brandon General Museum and Archives Inc,"50.093909964911944, -100.01183320256654",Museum,4.5,http://brandongeneralmuseum.ca/,12047171514,"19 9th St, Brandon, MB R7A 6Y9, Canada",27-Jul-22,27-Jul-22
144,,Brandon Municipal Airport,"49.90447405098224, -99.94515738184926",Regional airport,4.3,http://airport.brandon.ca/,12047292166,"Agnew Dr, Brandon, MB R7A 5Y5, Canada",27-Jul-22,27-Jul-22
145,,Brandon Off Leash Dog Park,"49.84210906985643, -99.92439876315989",Dog park,4.4,,,"1008 Victoria Ave E, Brandon, MB R7A 2A5, Canada",27-Jul-22,27-Jul-22
146,,Brandon Seventh-Day Adventist Church,"49.836234233593245, -99.98388506591462",Seventh-day Adventist church,4.9,https://brandonmb.adventistchurch.org/,12047252066,"3319 Park Ave, Brandon, MB R7B 2K3, Canada",27-Jul-22,27-Jul-22
147,,Brandon Tourism (Riverbank Discovery Centre),"50.604584713788654, -100.08774763071142",Tourist information center,4.4,http://riverbank.mb.ca/,12047292141,"545 Conservation Dr, Brandon, MB R7A 7L8, Canada",27-Jul-22,27-Jul-22
148,,Brandon Wildlife Association,"49.816441429858635, -99.86761432737649",Shooting range,4.5,https://brandonwildlifeassociation.ca/,12047242177,"2201 49th St E, Brandon, MB R7A 7R2, Canada",27-Jul-22,27-Jul-22
149,,Brandon's Community Sportsplex,"50.01892811399245, -99.91253215808909",Sports complex,4.1,https://mycommunity.brandon.ca/,12047292471,"30 Knowlton Dr, Brandon, MB R7A 6N7, Canada",27-Jul-22,27-Jul-22
150,,Breezy Bend Country Club Weddings & Receptions,"53.21839908034987, -97.83253943981299",Golf course,4.5,http://www.breezybend.ca/,12048957205,"7620 Roblin Blvd, Headingley, MB R4H 1A7, Canada",27-Jul-22,27-Jul-22
151,,Brentwood Park,"54.878351947668065, -100.01866786495806",Park,3.3,,,"Snow Lake, MB R0B 1M0",27-Jul-22,27-Jul-22
152,,Bridges Golf Course,"49.76495550754852, -97.58442329887815",Golf club,4.5,http://www.bridgesgolfcourse.com/,12047353000,"10 River Rd, Starbuck, MB R0G 2P0",27-Jul-22,27-Jul-22
153,,Broad Valley Cemetery,"49.69108932868595, -97.73858908136532",Cemetery,,,,"provincial rd. 305, MB, Canada",27-Jul-22,27-Jul-22
154,,Brochet Airport,"57.89139850516617, -101.67880799351549",Airport,3.7,http://www.gov.mb.ca/mit/namo/air/airports.html,12043232592,"Brochet, MB R0B 0B0, Canada",27-Jul-22,27-Jul-22
155,,Brokenhead River Park Seasonal Campground,"50.205850260335225, -96.41923796034308",Campground,4.4,http://www.brokenheadriverpark.com/,12042683335,"MB-215, Saint Ouens, MB R0E 0C0, Canada",27-Jul-22,27-Jul-22
156,,Brokenhead Wetland Interpretive Trail,"50.747696830946936, -96.55960230185914",Nature preserve,4.7,https://debwendon.org/,12042504359,"1 km south of and 12, 59 Provincial Trunk Hwy 12, Beaconia, MB R0E 0B0, Canada",27-Jul-22,27-Jul-22
157,,Brookdale Cemetery,"50.88944875711852, -99.48873501523646",Cemetery,,,,"MB-464, Brookdale, MB R0K 0G0, Canada",27-Jul-22,27-Jul-22
158,,Brookside Cemetery,"50.65963222055709, -97.34138723561315",Cemetery,3.8,,12049864348,"3001 Notre Dame Ave, Winnipeg, MB R3H 1B8, Canada",27-Jul-22,27-Jul-22
159,,Bruce The Mosasaur,"49.19394819826594, -98.0778117196025",Historical landmark,4.8,http://discoverfossils.com/,12048224434,"Morden, MB R6M 1P4, Canada",27-Jul-22,27-Jul-22
160,,Brunkild Memorial Recreation Centre,"49.591251080073974, -97.57678530820986",Recreation center,4.4,,12047362966,"10 305 Pr, Brunkild, MB R0G 0E0",27-Jul-22,27-Jul-22
161,,Bry-Mar RV Park & Campground,"50.2240460768721, -99.78005453760423",RV park,4.5,https://brymarrvpark.ca/,12045737067,"520 Box 47 RR5, Brandon, MB R7A 5Y5, Canada",27-Jul-22,27-Jul-22
162,,BSI Insurance Skate Plaza,"49.19690355017845, -98.09249511336621",Park,4,,,"Wardrop St, Morden, MB R6M 1N9, Canada",27-Jul-22,27-Jul-22
163,,BSU Softball Field,"48.042010275657226, -95.10898646070909",Stadium,3,https://www.bsubeavers.com/facilities/softballfield/,,"Bemidji, MN 56601, United States",27-Jul-22,27-Jul-22
164,,Buena Vista,"50.45907823312421, -96.94982982182349",Historical landmark,,,,"189 Gimli Rd, Matlock, MB R0C 2B0, Canada",27-Jul-22,27-Jul-22
165,,Buhler Gallery,"49.88352719152484, -97.12429672331636",Art gallery,5,https://galeriebuhlergallery.ca/,12042353061,"Everett Atrium, 409 Tache Ave, Winnipeg, MB R2H 2A6, Canada",27-Jul-22,27-Jul-22
166,,Bulrushes Gallery,"50.49260426130624, -97.02471057362526",State park,,,12047948903,"809 Kernstead Rd, Winnipeg Beach, MB R0C 3G0, Canada",27-Jul-22,27-Jul-22
167,,Bunn's Creek Parkway,"51.93939527809956, -96.85675983192327",Park,4.6,,,"Winnipeg, MB, Canada",27-Jul-22,27-Jul-22
168,,Bur Oak Self-Guiding Trail,"50.2022615133249, -96.96247275850993",Hiking area,4.8,,,"Bur Oak Self-Guiding Trl, Manitoba R0E 1J3, Canada",27-Jul-22,27-Jul-22
169,,Burntwood Curling Club,"55.75028742380563, -97.86531476358162",Curling club,4.6,https://www.burntwoodcurlingclub.ca/,12046772580,"294 Thompson Dr, Thompson, MB R8N 0C4",27-Jul-22,27-Jul-22
170,,Burrough of the GLeann Museum,"49.55817392337593, -99.29054747999949",Museum,5,http://www.glenboro.com/the-burrough-of-the-gleann-museum/,12048272105,"237 Broadway St, Glenboro, MB R0K 0X0, Canada",27-Jul-22,27-Jul-22
171,,Burton Cummings Theatre,"49.89664852014677, -97.14343886829211",Performing arts theater,4.4,https://www.burtoncummingstheatre.ca/,12049877825,"364 Smith St, Winnipeg, MB R3B 2H2, Canada",27-Jul-22,27-Jul-22
172,,Burwalde Woods Trails,"49.26431819776477, -98.00498695437238",Ski club,4.9,,,"Manitoba R0G 1T0, Canada",27-Jul-22,27-Jul-22
173,,C.A. Nesbitt Arena,"55.74942175992178, -97.86544056517971",Arena,4.1,http://www.thompson.ca/,,"Thompson, MB R8N 0C4",27-Jul-22,27-Jul-22
174,,C2 Centre for Craft,"49.90170370026359, -97.14770356091093",Art gallery,5,http://c2centreforcraft.ca/,12046153951,"329 Cumberland Ave #1, Winnipeg, MB R3B 1T2, Canada",27-Jul-22,27-Jul-22
175,,Caddy Shed Golf Stores,"49.886319842221766, -97.26968279188601",Golf shop,4.9,http://www.caddyshedgolf.com/,12048375854,"2630 Portage Ave, Winnipeg, MB R3J 0P8, Canada",27-Jul-22,27-Jul-22
176,,Calderwood's Country Store,"49.14238998149699, -97.1533075097323",Supermarket,4,http://familyfoods.ca/store-locator/,12044273250,"119 Waddell Ave, Dominion City, MB R0A 0H0, Canada",27-Jul-22,27-Jul-22
177,,Cameron's Rest & Go RV Park,"51.0337754420968, -95.70393750050117",Campground,4.8,https://camerons-rest-go-rv-park.business.site/,14312263022,"1 San Antonio Street, Bissett, MB R0E 0J0, Canada",27-Jul-22,27-Jul-22
178,,Camp Morningstar,"51.22813240224064, -96.33784615888078",Tourist attraction,,,,"5MCG+45, Seymourville, MB R0E 2E0, Canada",27-Jul-22,27-Jul-22
179,,Camp Morton Campground,"50.69764751989714, -96.99485732264182",Campground,4.3,http://prspub.gov.mb.ca/,12046427143,"Camp Morton, MB R0C 0M0",27-Jul-22,27-Jul-22
180,,Camper's Cove Beach,"53.974553580014415, -101.16792199222887",Beach,4.6,,,"Cottage Cove Road, Manitoba R0B 1T0",27-Jul-22,27-Jul-22
181,,Camperville Family Resource,"51.99187004869855, -100.14792019380317",Resource,,,12045242219,"60 Arena St, Camperville, MB R0L 0J0, Canada",27-Jul-22,27-Jul-22
182,,Canad Inns Destination Centre Club Regent Casino Hotel,"50.27195781168349, -97.09312681637631",3-star hotel,4,https://www.canadinns.com/stay/club-regent-casino-hotel/,12046675560,"1415 Regent Ave W, Winnipeg, MB R2C 3B2, Canada",27-Jul-22,27-Jul-22
183,,Canad Inns Destination Centre Portage la Prairie,"50.145411084423756, -98.4067870814569",3-star hotel,3.9,https://www.canadinns.com/stay/portage-la-prairie/,12048579745,"2401 Saskatchewan Ave W, Portage la Prairie, MB R1N 4A6, Canada",27-Jul-22,27-Jul-22
184,,Canad Inns Destination Centre Transcona,"50.384174881091035, -97.07115416041859",2-star hotel,3.9,https://www.canadinns.com/stay/transcona/home/,12042241681,"826 Regent Ave W, Winnipeg, MB R2C 3A8, Canada",27-Jul-22,27-Jul-22
185,,Canada Border Services Agency - Tolstoi Port of Entry,"49.000368866933506, -96.8026821866509",Border crossing station,3.3,http://www.cbsa-asfc.gc.ca/do-rb/offices-bureaux/592-eng.html,18004619999,"P.O. Box 126 2E0, Tolstoi, MB, Canada",27-Jul-22,27-Jul-22
186,,Canada Games Rugby Park (John Reilly Field),"49.856114494953495, -99.96879544618287",Rugby field,4.6,http://www.brandonbarbs.com/,,"Hilton Ave, Brandon, MB R7B 4B2, Canada",27-Jul-22,27-Jul-22
187,,Canada Life Centre,"49.89266892372678, -97.14376689303242",Arena,4.5,https://www.canadalifecentre.ca/,12049877825,"223 Carlton St, Winnipeg, MB R3C 5S6",27-Jul-22,27-Jul-22
188,,Canada Post,"49.133400631130314, -96.89084576472267",Mailing service,,https://www.canadapost.ca/,,"Hwy 201, Woodmore, MB R0A 2M0, Canada",27-Jul-22,27-Jul-22
189,,Canada's Largest Great Grey Owl," 49.95588955906047, -98.31711645566767",Sculpture,4.7,https://islandontheprairies.ca/roadside-attractions/,,"Southport, MB R0H 1N1, Canada",27-Jul-22,27-Jul-22
190,,Canadian Fossil Discovery Centre,"49.200067606564986, -98.09529233292541",Museum,4.4,http://www.discoverfossils.com/,12048223406,"111 Gilmour St B, Morden, MB R6M 1N9, Canada",27-Jul-22,27-Jul-22
191,,Canadian Museum for Human Rights,"49.890678410669764, -97.13193568250549",Museum,4.6,https://humanrights.ca/,18778776037,"85 Israel Asper Way, Winnipeg, MB R3C 0L5, Canada",27-Jul-22,27-Jul-22
192,,Canadian Museum of History,"45.43016582862377, -75.70920178070212",History museum,4.6,https://www.historymuseum.ca/,18197767000,"100 Laurier St, Gatineau, Quebec K1A 0M8, Canada",27-Jul-22,27-Jul-22
193,,Canadian Museum of Nature,"45.412775094971174, -75.6886357905787",Natural history museum,4.7,http://nature.ca/,18002634433,"240 McLeod St, Ottawa, ON K2P 2R1, Canada",27-Jul-22,27-Jul-22
194,,Canadian Parks & Wilderness Society Manitoba Chapter,"49.90016831563107, -97.14314174430821",Association or organization,,https://cpawsmb.org/,12049490782,"303 Portage Ave, Winnipeg, MB R3B 2B4, Canada",27-Jul-22,27-Jul-22
195,,Canadian Plains Gallery Inc,"49.90652046990167, -97.13291154016454",Art gallery,4.8,https://www.canadianplainsgallery.com/,12049434972,"181 Higgins Ave, Winnipeg, MB R3B 3G1, Canada",27-Jul-22,27-Jul-22
196,,Canadian Starfighter Museum,"50.08441181445477, -97.04035341697471",Museum,4.4,http://www.canadianstarfightermuseum.ca/,12042562868,"604 Club Rd, Saint Andrews, MB R1A 3P5, Canada",27-Jul-22,27-Jul-22
197,,Canadian Tire,"54.776671306299725, -101.84091260636126",Department store,4.1,https://www.canadiantire.ca/en/store-details/mb/flin-flon-mb-640.html?utm_source=google&utm_medium=lss&utm_content=640,12046877887,"170 Pth No. 10-A, Flin Flon, MB R8A 0C6, Canada",27-Jul-22,27-Jul-22
198,,CAN-AM COUNTRY CORNER,"49.1361502020127, -96.80922062075545",Gas shop,4.7,https://canamcountrycorner.business.site/?utm_source=gmb&utm_medium=referral,12044272442,"9030 E 29, Stuartburn, MB R0A 2B0, Canada",27-Jul-22,27-Jul-22
199,,Canlan Sports,"49.90541105680837, -97.22156678572527",Sports complex,4,https://www.canlansports.com/,12047848888,"1871 Ellice Ave, Winnipeg, MB R3H 0B9, Canada",27-Jul-22,27-Jul-22
200,,Canoe Club Golf Course,"49.95971174667747, -97.16051633901199",Golf course,3.2,https://www.canoeclubgolfcourse.com/,12042331105,"50 Dunkirk Dr, Winnipeg, MB R2M 5R4, Canada",27-Jul-22,27-Jul-22
201,,Canupawakpa Gaming Centre,"50.010708558510125, -100.89424075330426",Casino,4.8,,,"Canupawakpa Dakota First Nation (Oak Lake 59, MB, Canada",27-Jul-22,27-Jul-22
202,,Cape Merry,"58.78560068390051, -94.20162936167505",Historical landmark,4.6,,12046758863,"Churchill, MB R0B 0E0",27-Jul-22,27-Jul-22
203,,Captain William Kennedy House,"50.090681456250906, -96.97225759196465",Historical landmark,4.3,http://www.historicplaces.ca/en/rep-reg/place-lieu.aspx?id=5442&pid=0,,"417 River Rd, Stony Mountain, MB R0C 3A0, Canada",27-Jul-22,27-Jul-22
204,,Carberry Plains Museum,"49.86626351303375, -99.36168754467914",Museum,4.3,,12048346609,"520 4 Ave, Carberry, MB R0K 0H0, Canada",27-Jul-22,27-Jul-22
205,,Cargill Curling Training Centre,"49.35014148817454, -97.3605081525745",Curling hall,,,12047125842,"380 Stampede Grounds, Morris, MB R0G 1K0",27-Jul-22,27-Jul-22
206,,Carman Arena,"49.50718007473257, -98.01333299586862",Arena,4.3,,12047452684,"44 Kings Park Rd, Carman, MB R0G 0J0",27-Jul-22,27-Jul-22
207,,Carman Golf and Curling Club,"52.475283649440556, -97.65675819829761",Golf club,4.4,http://www.carmangolfandcurlingclub.com/,12047452366,"4 Ave SW, Carman, MB R0G 0J0, Canada",27-Jul-22,27-Jul-22
208,,Carman Memorial Hall,"49.50539820692719, -98.00234004502954",,,,,"12–2nd Avenue SW, Carman",27-Jul-22,27-Jul-22
209,,Carman Museum,"49.5030097158124, -98.0106042724903",Museum,4.5,http://www.dufferinhistoricalmuseum.ca/,12047453597,"20 Kelly Hand Dr, Carman, MB R0G 0J0, Canada",27-Jul-22,27-Jul-22
210,,Carman Pool & Campground,"49.50530424457606, -98.01264861734488",Campground,4.3,http://www.carmanmanitoba.ca/,12047453814,"30 Kings Park Rd, Carman, MB R0G 0J0",27-Jul-22,27-Jul-22
211,,Carman Soccer Complex,"49.51139550404196, -98.02382896153934",Gym,4.2,,,"Sexsmith Dr., MB, R0G 0J0",27-Jul-22,27-Jul-22
212,,Carousel Gaming Lounge,"49.89976102756612, -97.12127290518151",Casino,4,http://www.thewoodtavern.com/,12042334475,"112 Marion St, Winnipeg, MB R2H 0T1, Canada",27-Jul-22,27-Jul-22
213,,Cartwright Centennial Auditorium,"49.09559537493754, -99.3425045148018",Community center,4,http://cartwrightroblin.ca/node/2045,12045292323,"575 Veteran Dr, Cartwright, MB R0K 0L0, Canada",27-Jul-22,27-Jul-22
214,,Cartwright Curling Club,"49.09419030901727, -99.34153891959062",Club,,,12045292027,"605 Veteran Dr, Cartwright, MB R0K 0L0, Canada",27-Jul-22,27-Jul-22
215,,Cartwright Park,"49.090252401776354, -99.345001383312",Baseball field,,,,"275 Broadway, Cartwright, MB R0K 0L0, Canada",27-Jul-22,27-Jul-22
216,,Cartwright Roblin Municipality,"49.09591853445727, -99.33967210220636",City government office,,http://cartwrightroblin.ca/,12045292363,"Cartwright, MB R0K 0L0, Canada",27-Jul-22,27-Jul-22
217,,Cartwright Town & Country Golf,"49.08960095317562, -99.38102678900462",Golf club,4.3, ,12045292260,"Hwy 3, Cartwright, MB R0K 0L0, Canada",27-Jul-22,27-Jul-22
218,,Cartwright Village Fire Hall,"49.09125396727407, -99.33506733971709",Fire station,,http://cartwrightroblin.ca/,,"155 Gimby St, Cartwright, MB R0K 0L0, Canada",27-Jul-22,27-Jul-22
219,,Casino Baden,"48.01038789566537, 16.232095297450442",Casino,4.4,https://www.casinos.at/casinos/baden,43225244496,"Kaiser Franz-Ring 1, 2500 Baden, Austria",27-Jul-22,27-Jul-22
220,,Casino Parking,"50.00721480919377, -97.16026004576771",Casino,5,,,"Jarvis Ave, Winnipeg, MB R2X 2G8, Canada",27-Jul-22,27-Jul-22
221,,Casinos of Winnipeg Banquet Event Planning,"50.01294309740367, -97.17476592275806",Indoor lodging,3.8,https://www.casinosofwinnipeg.com/mcphillips-station-casino-home/,12049572500,"484 McPhillips St, Winnipeg, MB R2X 2G8, Canada",27-Jul-22,27-Jul-22
222,,Cavalier Cemetery,"48.87772441024259, -97.60675314834506",Cemetery,,,,"Cavalier, ND 58220, United States",27-Jul-22,27-Jul-22
223,,Cedar Bog Trail Trailhead,"50.11764532356035, -96.92703963465142",Hiking area,4.7,,,"Birds Hill Rd, West Pine Ridge, MB R0E 1J0, Canada",27-Jul-22,27-Jul-22
224,,Cedar Springs,"50.45033465354167, -96.95360637137071",Historical landmark,,,,"50 Crescent Blvd, Matlock, MB R0C 2B0, Canada",27-Jul-22,27-Jul-22
225,,Celebrations Dinner Theatre,"49.867501028771166, -97.14757492375553",Dinner theater,4.6,http://www.celebrations.ca/,12049828282,"1824 Pembina Hwy, Winnipeg, MB R3T 2G2, Canada",27-Jul-22,27-Jul-22
226,,Cement Cemetery,"50.75739550693299, -97.29381183274799",Museum,4.4,http://www.atlasobscura.com/places/cement-cemetery,,"Rosser, MB R0H 1E0, Canada",27-Jul-22,27-Jul-22
227,,Cemetery,"49.87802591779455, -97.1448764182482",Cemetery,,,,"Winnipeg, MB R2M 2K9, Canada",27-Jul-22,27-Jul-22
228,,Cenotaph at Guay Park,"49.88230039083591, -97.11272753921763",Historical landmark,4,http://winnipeg.ca/,,"454 St Mary's Rd, Winnipeg, MB R2M 3K6, Canada",27-Jul-22,27-Jul-22
229,,Centennial Arena,"49.97007127978261, -96.89234991861913",Hockey rink,4.2,,,"Steinbach, MB R5G 0E8, Canada",27-Jul-22,27-Jul-22
230,,Centennial Concert Hall,"49.8995135367484, -97.1371585493316",Performing arts theater,4.6,http://centennialconcerthall.com/,12049493999,"555 Main Street, Winnipeg, MB R3B 1C3, Canada",27-Jul-22,27-Jul-22
231,,Centennial Park,"49.109042503503645, -97.57028894675044",Park,4.6,https://altona.ca/,12043249005,"227 10 Ave NW, Altona, MB R0G 0B1",27-Jul-22,27-Jul-22
232,,Centennial Playground,"54.78157680087122, -101.84100238858265",Playground,,,,"331 Prince Charles Pl, Flin Flon, MB R8A 1R3, Canada",27-Jul-22,27-Jul-22
233,,Centennial Trail,"49.8022261281804, -97.14826734545223",Hiking area,4,,,"Winnipeg, MB, Canada",27-Jul-22,27-Jul-22
234,,Centoba Park,"54.762032717817426, -101.86194825106494",Baseball field,4.5,,,"3 Saskatchewan Ave, Flin Flon, SK, Canada",27-Jul-22,27-Jul-22
235,,Central Park,"49.91625682436741, -97.14942017718619",Park,3.9,,,"367 Ellice Ave, Winnipeg, MB R3B 1W9, Canada",27-Jul-22,27-Jul-22
236,,Centre d’interpretation de Saint-Leon Interpretive Centre Inc.,"48.27256772106219, -69.4702781732888",Observation deck,4.7,https://www.pc.gc.ca/fr/amnc-nmca/qc/saguenay/visit/cap-de-bon-desir,14182326751,"13 Chem. du Cap de Bon Désir, Grandes-Bergeronnes, QC G0T 1G0, Canada",27-Jul-22,27-Jul-22
237,,Centro de Reserva Animal de Canadá,"49.89859039139587, -97.13722165759948",Nature preserve,,,,"Winnipeg, MB R3C 3X2, Canada",27-Jul-22,27-Jul-22
238,,Century Arena,"49.8549699213093, -97.16526185680235",Arena,4.1,http://www.centuryskatingclub.ca/,12045101743,"1377 Clarence Ave, Winnipeg, MB R3T 1T4, Canada",27-Jul-22,27-Jul-22
239,,CFB Winnipeg Golf Club,"52.08499370271332, -97.7845056104115",Golf course,4,https://www.cafconnection.ca/Winnipeg/Facilities/CFB-Winnipeg-Golf-Club-en.aspx,12048332500,"PO Box 17000 Stn Forces, Winnipeg, MB R3J 3Y5, Canada",27-Jul-22,27-Jul-22
240,,Champagne's RV Park and Campground,"50.516490675185786, -95.96018566451141",Campground,4,,12043452414,"20 Champagne Rd, Lac Du Bonnet, MB R0E 1A0, Canada",27-Jul-22,27-Jul-22
241,,Chapel Lawn Funeral Home & Cemetery,"50.72432382371409, -97.29381183274799",Funeral home,4.3,https://www.arbormemorial.ca/en/chapellawn?utm_source=G&utm_medium=lpm&utm_campaign=Arbor_Mem,12048859715,"4000 Portage Ave, Winnipeg, MB R3K 1W3, Canada",27-Jul-22,27-Jul-22
242,,Chaplaincy of the Sacred Heart of Jesus,"49.009191327490164, -97.2073277539568",Catholic church,5,https://www.archsaintboniface.ca/parish_info.html?lang=en&p=124,12043732286,"Fourth St, Emerson, MB R0A 0L0, Canada",27-Jul-22,27-Jul-22
243,,Charles A. Barbour Arena,"49.87594217668331, -97.16334344180233",Arena,3.2,http://winnipeg.ca/cms/recreation/facilities/arenas/charlesabarbour.stm,18773114974,"500 Nathaniel St, Winnipeg, MB R3M 3E3, Canada",27-Jul-22,27-Jul-22
244,,Charleswood Historical Society,"49.85749834475905, -97.28499586918146",Museum,5,https://charleswoodhistoricalsociety.ca/,12048321140,"5006 Roblin Blvd, Winnipeg, MB R3R 0G7, Canada",27-Jul-22,27-Jul-22
245,,Charlie Gardener Arena,"50.101466565268765, -97.15706607811272",Arena,3.5,,,"Pioneer Arena Grounds, 799 Logan Ave, Winnipeg, MB R3E 3J9, Canada",27-Jul-22,27-Jul-22
